Generation	Pokedex#	Name	Category	Type 1	Type 2	Ability 1	Ability 2	Ability 3	MaleRatio	FemaleRatio	Height (m)	Weight (kg)	EggGroup 1	EggGroup 2	HP	Attack	Defense	Sp.Attack	Sp.Defense	Speed	Total	Group
5	574	Gothita	Fixation Pokemon	Psychic	None	Competitive	Frisk	Shadow Tag	25	75	0.4	5.8	Human-Like	None	45	30	50	55	65	45	290	Ordinary
5	575	Gothorita	Manipulate Pokemon	Psychic	None	Competitive	Frisk	Shadow Tag	25	75	0.7	18.0	Human-Like	None	60	45	70	75	85	55	390	Ordinary
5	576	Gothitelle	Astral Body Pokemon	Psychic	None	Competitive	Frisk	Shadow Tag	25	75	1.5	44.0	Human-Like	None	70	55	95	95	110	65	490	Ordinary
5	577	Solosis	Cell Pokemon	Psychic	None	Regenerator	Magic Guard	Overcoat	50	50	0.3	1.0	Amorphous	None	45	30	40	105	50	20	290	Ordinary
5	578	Duosion	Mitosis Pokemon	Psychic	None	Regenerator	Magic Guard	Overcoat	50	50	0.6	8.0	Amorphous	None	65	40	50	125	60	30	370	Ordinary
5	579	Reuniclus	Multiplying Pokemon	Psychic	None	Regenerator	Magic Guard	Overcoat	50	50	1.0	20.1	Amorphous	None	110	65	75	125	85	30	490	Ordinary
5	580	Ducklett	Water Bird Pokemon	Water	Flying	Keen Eye	Hydration	Big Pecks	50	50	0.5	5.5	Flying	Water 1	62	44	50	44	50	55	305	Ordinary
5	581	Swanna	White Bird Pokemon	Water	Flying	Keen Eye	Hydration	Big Pecks	50	50	1.3	24.2	Flying	Water 1	75	87	63	87	63	98	473	Ordinary
5	582	Vanillite	Fresh Snow Pokemon	Ice	None	Weak Armor	Ice Body	Snow Cloak	50	50	0.4	5.7	Mineral	None	36	50	50	65	60	44	305	Ordinary
5	583	Vanillish	Icy Snow Pokemon	Ice	None	Weak Armor	Ice Body	Snow Cloak	50	50	1.1	41.0	Mineral	None	51	65	65	80	75	59	395	Ordinary
5	584	Vanilluxe	Snowstorm Pokemon	Ice	None	Weak Armor	Snow Warning	Ice Body	50	50	1.3	57.5	Mineral	None	71	95	85	110	95	79	535	Ordinary
5	585	Deerling Autumn Form	Season Pokemon	Normal	Grass	Chlorophyll	Serene Grace	Sap Sipper	50	50	0.6	19.5	Field	None	60	60	50	40	50	75	335	Ordinary
5	585	Deerling Winter Form	Season Pokemon	Normal	Grass	Chlorophyll	Serene Grace	Sap Sipper	50	50	0.6	19.5	Field	None	60	60	50	40	50	75	335	Ordinary
5	585	Deerling Spring Form	Season Pokemon	Normal	Grass	Chlorophyll	Serene Grace	Sap Sipper	50	50	0.6	19.5	Field	None	60	60	50	40	50	75	335	Ordinary
5	585	Deerling Summer Form	Season Pokemon	Normal	Grass	Chlorophyll	Serene Grace	Sap Sipper	50	50	0.6	19.5	Field	None	60	60	50	40	50	75	335	Ordinary
5	586	Sawsbuck Autumn Form	Season Pokemon	Normal	Grass	Chlorophyll	Serene Grace	Sap Sipper	50	50	1.9	92.5	Field	None	80	100	70	60	70	95	475	Ordinary
5	586	Sawsbuck Winter Form	Season Pokemon	Normal	Grass	Chlorophyll	Serene Grace	Sap Sipper	50	50	1.9	92.5	Field	None	80	100	70	60	70	95	475	Ordinary
5	586	Sawsbuck Spring Form	Season Pokemon	Normal	Grass	Chlorophyll	Serene Grace	Sap Sipper	50	50	1.9	92.5	Field	None	80	100	70	60	70	95	475	Ordinary
5	586	Sawsbuck Summer Form	Season Pokemon	Normal	Grass	Chlorophyll	Serene Grace	Sap Sipper	50	50	1.9	92.5	Field	None	80	100	70	60	70	95	475	Ordinary
5	587	Emolga	Sky Squirrel Pokemon	Electric	Flying	Motor Drive	Static	None	50	50	0.4	5.0	Field	None	55	75	60	75	60	103	428	Ordinary
5	588	Karrablast	Clamping Pokemon	Bug	None	Swarm	Shed Skin	No Guard	50	50	0.5	5.9	Bug	None	50	75	45	40	45	60	315	Ordinary
5	589	Escavalier	Cavalry Pokemon	Bug	Steel	Swarm	Overcoat	Shell Armor	50	50	1.0	33.0	Bug	None	70	135	105	60	105	20	495	Ordinary
5	590	Foongus	Mushroom Pokemon	Grass	Poison	Regenerator	Effect Spore	None	50	50	0.2	1.0	Grass	None	69	55	45	55	55	15	294	Ordinary
5	591	Amoonguss	Mushroom Pokemon	Grass	Poison	Regenerator	Effect Spore	None	50	50	0.6	10.5	Grass	None	114	85	70	85	80	30	464	Ordinary
5	592	Frillish	Floating Pokemon	Water	Ghost	Damp	Water Absorb	Cursed Body	50	50	1.2	33.0	Amorphous	None	55	40	50	65	85	40	335	Ordinary
5	593	Jellicent	Floating Pokemon	Water	Ghost	Damp	Water Absorb	Cursed Body	50	50	2.2	135.0	Amorphous	None	100	60	70	85	105	60	480	Ordinary
5	594	Alomomola	Caring Pokemon	Water	None	Hydration	Regenerator	Healer	50	50	1.2	31.6	Water 1	Water 2	165	75	80	40	45	65	470	Ordinary
5	595	Joltik	Attaching Pokemon	Bug	Electric	Swarm	Unnerve	Compound Eyes	50	50	0.1	0.6	Bug	None	50	47	50	57	50	65	319	Ordinary
5	596	Galvantula	EleSpider Pokemon	Bug	Electric	Swarm	Unnerve	Compound Eyes	50	50	0.8	14.3	Bug	None	70	77	60	97	60	108	472	Ordinary
5	597	Ferroseed	Thorn Seed Pokemon	Grass	Steel	Iron Barbs	None	None	50	50	0.6	18.8	Mineral	Grass	44	50	91	24	86	10	305	Ordinary
5	598	Ferrothorn	Thorn Pod Pokemon	Grass	Steel	Iron Barbs	Anticipation	None	50	50	1.0	110.0	Mineral	Grass	74	94	131	54	116	20	489	Ordinary
5	599	Klink	Gear Pokemon	Steel	None	Clear Body	Plus	Minus	0	0	0.3	21.0	Mineral	None	40	55	70	45	60	30	300	Ordinary
5	600	Klang	Gear Pokemon	Steel	None	Clear Body	Plus	Minus	0	0	0.6	51.0	Mineral	None	60	80	95	70	85	50	440	Ordinary
5	601	Klinklang	Gear Pokemon	Steel	None	Clear Body	Plus	Minus	0	0	0.6	81.0	Mineral	None	60	100	115	70	85	90	520	Ordinary
5	602	Tynamo	EleFish Pokemon	Electric	None	Levitate	None	None	50	50	0.2	0.3	Amorphous	None	35	55	40	45	40	60	275	Ordinary
5	603	Eelektrik	EleFish Pokemon	Electric	None	Levitate	None	None	50	50	1.2	22.0	Amorphous	None	65	85	70	75	70	40	405	Ordinary
5	604	Eelektross	EleFish Pokemon	Electric	None	Levitate	None	None	50	50	2.1	80.5	Amorphous	None	85	115	80	105	80	50	515	Ordinary
5	605	Elgyem	Cerebral Pokemon	Psychic	None	Telepathy	Analytic	Synchronize	50	50	0.5	9.0	Human-Like	None	55	55	55	85	55	30	335	Ordinary
5	606	Beheeyem	Cerebral Pokemon	Psychic	None	Telepathy	Analytic	Synchronize	50	50	1.0	34.5	Human-Like	None	75	75	75	125	95	40	485	Ordinary
5	607	Litwick	Candle Pokemon	Ghost	Fire	Infiltrator	Flame Body	Flash Fire	50	50	0.3	3.1	Amorphous	None	50	30	55	65	55	20	275	Ordinary
5	608	Lampent	Lamp Pokemon	Ghost	Fire	Infiltrator	Flame Body	Flash Fire	50	50	0.6	13.0	Amorphous	None	60	40	60	95	60	55	370	Ordinary
5	609	Chandelure	Luring Pokemon	Ghost	Fire	Infiltrator	Flame Body	Flash Fire	50	50	1.0	34.3	Amorphous	None	60	55	90	145	90	80	520	Ordinary
5	610	Axew	Tusk Pokemon	Dragon	None	Mold Breaker	Unnerve	Rivalry	50	50	0.6	18.0	Monster	Dragon	46	87	60	30	40	57	320	Ordinary
5	611	Fraxure	Axe Jaw Pokemon	Dragon	None	Mold Breaker	Unnerve	Rivalry	50	50	1.0	36.0	Monster	Dragon	66	117	70	40	50	67	410	Ordinary
5	612	Haxorus	Axe Jaw Pokemon	Dragon	None	Mold Breaker	Unnerve	Rivalry	50	50	1.8	105.5	Monster	Dragon	76	147	90	60	70	97	540	Ordinary
5	613	Cubchoo	Chill Pokemon	Ice	None	Slush Rush	Rattled	Snow Cloak	50	50	0.5	8.5	Field	None	55	70	40	60	40	40	305	Ordinary
5	614	Beartic	Freezing Pokemon	Ice	None	Slush Rush	Swift Swim	Snow Cloak	50	50	2.6	260.0	Field	None	95	130	80	70	80	50	505	Ordinary
5	615	Cryogonal	Crystallizing Pokemon	Ice	None	Levitate	None	None	0	0	1.1	148.0	Mineral	None	80	50	50	95	135	105	515	Ordinary
5	616	Shelmet	Snail Pokemon	Bug	None	Hydration	Overcoat	Shell Armor	50	50	0.4	7.7	Bug	None	50	40	85	40	65	25	305	Ordinary
5	617	Accelgor	Shell Out Pokemon	Bug	None	Hydration	Unburden	Sticky Hold	50	50	0.8	25.3	Bug	None	80	70	40	100	60	145	495	Ordinary
5	618	Stunfisk	Trap Pokemon	Ground	Electric	Sand Veil	Limber	Static	50	50	0.7	11.0	Amorphous	Water 1	109	66	84	81	99	32	471	Ordinary
5	619	Mienfoo	Martial Arts Pokemon	Fighting	None	Regenerator	Inner Focus	Reckless	50	50	0.9	20.0	Field	Human-Like	45	85	50	55	50	65	350	Ordinary
5	620	Mienshao	Martial Arts Pokemon	Fighting	None	Regenerator	Inner Focus	Reckless	50	50	1.4	35.5	Field	Human-Like	65	125	60	95	60	105	510	Ordinary
5	621	Druddigon	Cave Pokemon	Dragon	None	Mold Breaker	Rough Skin	Sheer Force	50	50	1.6	139.0	Monster	Dragon	77	120	90	60	90	48	485	Ordinary
5	622	Golett	Automaton Pokemon	Ground	Ghost	Klutz	Iron Fist	No Guard	0	0	1.0	92.0	Mineral	None	59	74	50	35	50	35	303	Ordinary
5	623	Golurk	Automaton Pokemon	Ground	Ghost	Klutz	Iron Fist	No Guard	0	0	2.8	330.0	Mineral	None	89	124	80	55	80	55	483	Ordinary
5	624	Pawniard	Sharp Blade Pokemon	Dark	Steel	Defiant	Inner Focus	Pressure	50	50	0.5	10.2	Human-Like	None	45	85	70	40	40	60	340	Ordinary
5	625	Bisharp	Sword Blade Pokemon	Dark	Steel	Defiant	Inner Focus	Pressure	50	50	1.6	70.0	Human-Like	None	65	125	100	60	70	70	490	Ordinary
5	626	Bouffalant	Bash Buffalo Pokemon	Normal	None	Soundproof	Sap Sipper	Reckless	50	50	1.6	94.5	Field	None	95	110	95	40	95	55	490	Ordinary
5	627	Rufflet	Eaglet Pokemon	Normal	Flying	Keen Eye	Hustle	Sheer Force	100	0	0.5	10.5	Flying	None	70	83	50	37	50	60	350	Ordinary
5	628	Braviary	Valiant Pokemon	Normal	Flying	Keen Eye	Sheer Force	Defiant	100	0	1.5	41.0	Flying	None	100	123	75	57	75	80	510	Ordinary
5	629	Vullaby	Diapered Pokemon	Dark	Flying	Weak Armor	Big Pecks	Overcoat	0	100	0.5	9.0	Flying	None	70	55	75	45	65	60	370	Ordinary
5	630	Mandibuzz	Bone Vulture Pokemon	Dark	Flying	Weak Armor	Big Pecks	Overcoat	0	100	1.2	39.5	Flying	None	110	65	105	55	95	80	510	Ordinary
5	631	Heatmor	Anteater Pokemon	Fire	None	White Smoke	Flash Fire	Gluttony	50	50	1.4	58.0	Field	None	85	97	66	105	66	65	484	Ordinary
5	632	Durant	Iron Ant Pokemon	Bug	Steel	Swarm	Hustle	Truant	50	50	0.3	33.0	Bug	None	58	109	112	48	48	109	484	Ordinary
5	633	Deino	Irate Pokemon	Dark	Dragon	Hustle	None	None	50	50	0.8	17.3	Dragon	None	52	65	50	45	50	38	300	Ordinary
5	634	Zweilous	Hostile Pokemon	Dark	Dragon	Hustle	None	None	50	50	1.4	50.0	Dragon	None	72	85	70	65	70	58	420	Ordinary
5	635	Hydreigon	Brutal Pokemon	Dark	Dragon	Levitate	None	None	50	50	1.8	160.0	Dragon	None	92	105	90	125	90	98	600	Ordinary
5	636	Larvesta	Torch Pokemon	Bug	Fire	Swarm	Flame Body	None	50	50	1.1	28.8	Bug	None	55	85	55	50	55	60	360	Ordinary
5	637	Volcarona	Sun Pokemon	Bug	Fire	Swarm	Flame Body	None	50	50	1.6	46.0	Bug	None	85	60	65	135	105	100	550	Ordinary
5	638	Cobalion	Iron Will Pokemon	Steel	Fighting	Justified	None	None	0	0	2.1	250.0	Undiscovered	None	91	90	129	90	72	108	580	Legendary
5	639	Terrakion	Cavern Pokemon	Rock	Fighting	Justified	None	None	0	0	1.9	260.0	Undiscovered	None	91	129	90	72	90	108	580	Legendary
5	640	Virizion	Grassland Pokemon	Grass	Fighting	Justified	None	None	0	0	2.0	200.0	Undiscovered	None	91	90	72	90	129	108	580	Legendary
5	641	Tornadus Incarnate Form	Cyclone Pokemon	Flying	None	Defiant	Prankster	None	100	0	1.5	63.0	Undiscovered	None	79	115	70	125	80	111	580	Legendary
5	641	Tornadus Therian Form	Cyclone Pokemon	Flying	None	Regenerator	None	None	100	0	1.5	63.0	Undiscovered	None	79	100	80	110	90	121	580	Legendary
5	642	Thundurus Incarnate Form	Bolt Strike Pokemon	Electric	Flying	Defiant	Prankster	None	100	0	1.5	61.0	Undiscovered	None	79	115	70	125	80	111	580	Legendary
5	642	Thundurus Therian Form	Bolt Strike Pokemon	Electric	Flying	Volt Absorb	None	None	100	0	1.5	61.0	Undiscovered	None	79	105	70	145	80	101	580	Legendary
5	643	Reshiram	Vast White Pokemon	Dragon	Fire	Turboblaze	None	None	0	0	3.2	330.0	Undiscovered	None	100	120	100	150	120	90	680	Legendary
5	644	Zekrom	Deep Black Pokemon	Dragon	Electric	Teravolt	None	None	0	0	2.9	345.0	Undiscovered	None	100	150	120	120	100	90	680	Legendary
5	645	Landorus Incarnate Form	Abundance Pokemon	Ground	Flying	Sand Force	Sheer Force	None	100	0	1.5	68.0	Undiscovered	None	89	125	90	115	80	101	600	Legendary
5	645	Landorus Therian Form	Abundance Pokemon	Ground	Flying	Intimidate	None	None	100	0	1.5	68.0	Undiscovered	None	89	145	90	105	80	91	600	Legendary
5	646	Black Kyurem	Boundary Pokemon	Dragon	Ice	Teravolt	None	None	0	0	3.0	325.0	Undiscovered	None	125	170	100	120	90	95	700	Legendary
5	646	Kyurem	Boundary Pokemon	Dragon	Ice	Pressure	None	None	0	0	3.0	325.0	Undiscovered	None	125	130	90	130	90	95	660	Legendary
5	646	White Kyurem	Boundary Pokemon	Dragon	Ice	Turboblaze	None	None	0	0	3.0	325.0	Undiscovered	None	125	120	90	170	100	95	700	Legendary
5	647	Keldeo Resolute Form	Colt Pokemon	Water	Fighting	Justified	None	None	0	0	1.4	48.5	Undiscovered	None	91	72	90	129	90	108	580	Legendary
5	647	Keldeo Ordinary Form	Colt Pokemon	Water	Fighting	Justified	None	None	0	0	1.4	48.5	Undiscovered	None	91	72	90	129	90	108	580	Legendary
5	648	Meloetta Pirouette Form	Melody Pokemon	Normal	Fighting	Serene Grace	None	None	0	0	0.6	6.5	Undiscovered	None	100	128	90	77	77	128	600	Legendary
5	648	Meloetta Aria Form	Melody Pokemon	Normal	Psychic	Serene Grace	None	None	0	0	0.6	6.5	Undiscovered	None	100	77	77	128	128	90	600	Legendary
5	649	Genesect	Paleozoic Pokemon	Bug	Steel	Download	None	None	0	0	1.5	82.5	Undiscovered	None	71	120	95	120	95	99	600	Legendary
6	650	Chespin	Spiny Nut Pokemon	Grass	None	Bulletproof	Overgrow	None	87.5	12.5	0.4	9.0	Field	None	56	61	65	48	45	38	313	Ordinary
6	651	Quilladin	Spiny Armor Pokemon	Grass	None	Bulletproof	Overgrow	None	87.5	12.5	0.7	29.0	Field	None	61	78	95	56	58	57	405	Ordinary
6	652	Chesnaught	Spiny Armor Pokemon	Grass	Fighting	Bulletproof	Overgrow	None	87.5	12.5	1.6	90.0	Field	None	88	107	122	74	75	64	530	Ordinary
6	653	Fennekin	Fox Pokemon	Fire	None	Blaze	Magician	None	87.5	12.5	0.4	9.4	Field	None	40	45	40	62	60	60	307	Ordinary
6	654	Braixen	Fox Pokemon	Fire	None	Blaze	Magician	None	87.5	12.5	1.0	14.5	Field	None	59	59	58	90	70	73	409	Ordinary
6	655	Delphox	Fox Pokemon	Fire	Psychic	Blaze	Magician	None	87.5	12.5	1.5	39.0	Field	None	75	69	72	114	100	104	534	Ordinary
6	656	Froakie	Bubble Frog Pokemon	Water	None	Torrent	Protean	None	87.5	12.5	0.3	7.0	Water 1	None	41	56	40	62	44	71	314	Ordinary
6	657	Frogadier	Bubble Frog Pokemon	Water	None	Torrent	Protean	None	87.5	12.5	0.6	10.9	Water 1	None	54	63	52	83	56	97	405	Ordinary
6	658	Ash Greninja	Ninja Pokemon	Water	Dark	Protean	Battle Bond	None	87.5	12.5	1.5	40.0	Water 1	None	72	145	67	153	71	132	640	Ordinary
6	658	Greninja	Ninja Pokemon	Water	Dark	Torrent	Protean	None	87.5	12.5	1.5	40.0	Water 1	None	72	95	67	103	71	122	530	Ordinary
6	659	Bunnelby	Digging Pokemon	Normal	None	Huge Power	Pickup	Cheek Pouch	50	50	0.4	5.0	Field	None	38	36	38	32	36	57	237	Ordinary
6	660	Diggersby	Digging Pokemon	Normal	Ground	Huge Power	Pickup	Cheek Pouch	50	50	1.0	42.4	Field	None	85	56	77	50	77	78	423	Ordinary
6	661	Fletchling	Tiny Robin Pokemon	Normal	Flying	Big Pecks	Gale Wings	None	50	50	0.3	1.7	Flying	None	45	50	43	40	38	62	278	Ordinary
6	662	Fletchinder	Ember Pokemon	Fire	Flying	Flame Body	Gale Wings	None	50	50	0.7	16.0	Flying	None	62	73	55	56	52	84	382	Ordinary
6	663	Talonflame	Scorching Pokemon	Fire	Flying	Flame Body	Gale Wings	None	50	50	1.2	24.5	Flying	None	78	81	71	74	69	126	499	Ordinary
6	664	Scatterbug	Scatterdust Pokemon	Bug	None	Shield Dust	Friend Guard	Compound Eyes	50	50	0.3	2.5	Bug	None	38	35	40	27	25	35	200	Ordinary
6	665	Spewpa	Scatterdust Pokemon	Bug	None	Shed Skin	Friend Guard	None	50	50	0.3	8.4	Bug	None	45	22	60	27	30	29	213	Ordinary
6	666	Vivillon	Scale Pokemon	Bug	Flying	Shield Dust	Friend Guard	Compound Eyes	50	50	1.2	17.0	Bug	None	80	52	50	90	50	89	411	Ordinary
6	667	Litleo	Lion Cub Pokemon	Fire	Normal	Moxie	Unnerve	Rivalry	12.5	87.5	0.6	13.5	Field	None	62	50	58	73	54	72	369	Ordinary
6	668	Pyroar	Royal Pokemon	Fire	Normal	Moxie	Unnerve	Rivalry	12.5	87.5	1.5	81.5	Field	None	86	68	72	109	66	106	507	Ordinary
6	669	Flabebe Blue Flower	Single Bloom Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	0.1	0.1	Fairy	None	44	38	39	61	79	42	303	Ordinary
6	669	Flabebe White Flower	Single Bloom Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	0.1	0.1	Fairy	None	44	38	39	61	79	42	303	Ordinary
6	669	Flabebe Yellow Flower	Single Bloom Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	0.1	0.1	Fairy	None	44	38	39	61	79	42	303	Ordinary
6	669	Flabebe Red Flower	Single Bloom Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	0.1	0.1	Fairy	None	44	38	39	61	79	42	303	Ordinary
6	669	Flabebe Orange Flower	Single Bloom Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	0.1	0.1	Fairy	None	44	38	39	61	79	42	303	Ordinary
6	670	Floette Blue Flower	Single Bloom Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	0.2	0.9	Fairy	None	54	45	47	75	98	52	371	Ordinary
6	670	Floette White Flower	Single Bloom Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	0.2	0.9	Fairy	None	54	45	47	75	98	52	371	Ordinary
6	670	Floette Yellow Flower	Single Bloom Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	0.2	0.9	Fairy	None	54	45	47	75	98	52	371	Ordinary
6	670	Floette Red Flower	Single Bloom Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	0.2	0.9	Fairy	None	54	45	47	75	98	52	371	Ordinary
6	670	Floette Orange Flower	Single Bloom Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	0.2	0.9	Fairy	None	54	45	47	75	98	52	371	Ordinary
6	671	Florges Blue Flower	Garden Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	1.1	10.0	Fairy	None	78	65	68	112	154	75	552	Ordinary
6	671	Florges White Flower	Garden Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	1.1	10.0	Fairy	None	78	65	68	112	154	75	552	Ordinary
6	671	Florges Yellow Flower	Garden Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	1.1	10.0	Fairy	None	78	65	68	112	154	75	552	Ordinary
6	671	Florges Red Flower	Garden Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	1.1	10.0	Fairy	None	78	65	68	112	154	75	552	Ordinary
6	671	Florges Orange Flower	Garden Pokemon	Fairy	None	Symbiosis	Flower Veil	None	0	100	1.1	10.0	Fairy	None	78	65	68	112	154	75	552	Ordinary
6	672	Skiddo	Mount Pokemon	Grass	None	Sap Sipper	Grass Pelt	None	50	50	0.9	31.0	Field	None	66	65	48	62	57	52	350	Ordinary
6	673	Gogoat	Mount Pokemon	Grass	None	Sap Sipper	Grass Pelt	None	50	50	1.7	91.0	Field	None	123	100	62	97	81	68	531	Ordinary
6	674	Pancham	Playful Pokemon	Fighting	None	Mold Breaker	Scrappy	Iron Fist	50	50	0.6	8.0	Field	Human-Like	67	82	62	46	48	43	348	Ordinary
6	675	Pangoro	Daunting Pokemon	Fighting	Dark	Mold Breaker	Scrappy	Iron Fist	50	50	2.1	136.0	Field	Human-Like	95	124	78	69	71	58	495	Ordinary
6	676	Furfrou	Poodle Pokemon	Normal	None	Fur Coat	None	None	50	50	1.2	28.0	Field	None	75	80	60	65	90	102	472	Ordinary
6	677	Espurr	Restraint Pokemon	Psychic	None	Keen Eye	Own Tempo	Infiltrator	50	50	0.3	3.5	Field	None	62	48	54	63	60	68	355	Ordinary
6	678	Meowstic	Constraint Pokemon	Psychic	None	Keen Eye	Infiltrator	None	50	50	0.6	8.5	Field	None	74	48	76	83	81	104	466	Ordinary
6	679	Honedge	Sword Pokemon	Steel	Ghost	No Guard	None	None	50	50	0.8	2.0	Mineral	None	45	80	100	35	37	28	325	Ordinary
6	680	Doublade	Sword Pokemon	Steel	Ghost	No Guard	None	None	50	50	0.8	4.5	Mineral	None	59	110	150	45	49	35	448	Ordinary
6.0	681.0	Aegislash Blade Form	Royal Sword Pokemon	Steel	Ghost	Stance Change	None	None	50.0	50.0	1.7	53.0	Mineral	None	60.0	150.0	50.0	150.0	50.0	60.0	520	Ordinary
6	681	Aegislash Shield Form	Royal Sword Pokemon	Steel	Ghost	Stance Change	None	None	50	50	1.7	53.0	Mineral	None	60	150	50	150	50	60	520	Ordinary
6	682	Spritzee	Perfume Pokemon	Fairy	None	Aroma Veil	Healer	None	50	50	0.2	0.5	Fairy	None	78	52	60	63	65	23	341	Ordinary
6	683	Aromatisse	Fragrance Pokemon	Fairy	None	Aroma Veil	Healer	None	50	50	0.8	15.5	Fairy	None	101	72	72	99	89	29	462	Ordinary
6	684	Swirlix	Cotton Candy Pokemon	Fairy	None	Unburden	Sweet Veil	None	50	50	0.4	3.5	Fairy	None	62	48	66	59	57	49	341	Ordinary
6	685	Slurpuff	Meringue Pokemon	Fairy	None	Unburden	Sweet Veil	None	50	50	0.8	5.0	Fairy	None	82	80	86	85	75	72	480	Ordinary
6	686	Inkay	Revolving Pokemon	Dark	Psychic	Infiltrator	Contrary	Suction Cups	50	50	0.4	3.5	Water 1	Water 2	53	54	53	37	46	45	288	Ordinary
6	687	Malamar	Overturning Pokemon	Dark	Psychic	Infiltrator	Contrary	Suction Cups	50	50	1.5	47.0	Water 1	Water 2	86	92	88	68	75	73	482	Ordinary
6	688	Binacle	Two-Handed Pokemon	Rock	Water	Tough Claws	Pickpocket	Sniper	50	50	0.5	31.0	Water 3	None	42	52	67	39	56	50	306	Ordinary
6	689	Barbaracle	Collective Pokemon	Rock	Water	Tough Claws	Pickpocket	Sniper	50	50	1.3	96.0	Water 3	None	72	105	115	54	86	68	500	Ordinary
6	690	Skrelp	Mock Kelp Pokemon	Poison	Water	Adaptability	Poison Point	Poison Touch	50	50	0.5	7.3	Water 1	Dragon	50	60	60	60	60	30	320	Ordinary
6	691	Dragalge	Mock Kelp Pokemon	Poison	Dragon	Adaptability	Poison Point	Poison Touch	50	50	1.8	81.5	Water 1	Dragon	65	75	90	97	123	44	494	Ordinary
6	692	Clauncher	Water Gun Pokemon	Water	None	Mega Launcher	None	None	50	50	0.5	8.3	Water 3	Water 1	50	53	62	58	63	44	330	Ordinary
6	693	Clawitzer	Howitzer Pokemon	Water	None	Mega Launcher	None	None	50	50	1.3	35.3	Water 3	Water 1	71	73	88	120	89	59	500	Ordinary
6	694	Helioptile	Generator Pokemon	Electric	Normal	Sand Veil	Dry Skin	Solar Power	50	50	0.5	6.0	Monster	Dragon	44	38	33	61	43	70	289	Ordinary
6	695	Heliolisk	Generator Pokemon	Electric	Normal	Sand Veil	Dry Skin	Solar Power	50	50	1.0	21.0	Monster	Dragon	62	55	52	109	94	109	481	Ordinary
6	696	Tyrunt	Royal Heir Pokemon	Rock	Dragon	Sturdy	Strong Jaw	None	87.5	12.5	0.8	26.0	Monster	Dragon	58	89	77	45	45	48	362	Ordinary
6	697	Tyrantrum	Despot Pokemon	Rock	Dragon	Rock Head	Strong Jaw	None	87.5	12.5	2.5	270.0	Monster	Dragon	82	121	119	69	59	71	521	Ordinary
6	698	Amaura	Tundra Pokemon	Rock	Ice	Refrigerate	Snow Warning	None	87.5	12.5	1.3	25.2	Monster	None	77	59	50	67	63	46	362	Ordinary
6	699	Aurorus	Tundra Pokemon	Rock	Ice	Refrigerate	Snow Warning	None	87.5	12.5	2.7	225.0	Monster	None	123	77	72	99	92	58	521	Ordinary
6	700	Sylveon	Intertwining Pokemon	Fairy	None	Cute Charm	Pixilate	None	87.5	12.5	1.0	23.5	Field	None	95	65	65	110	130	60	525	Ordinary
6	701	Hawlucha	Wrestling Pokemon	Fighting	Flying	Mold Breaker	Limber	Unburden	50	50	0.8	21.5	Human-Like	None	78	92	75	74	63	118	500	Ordinary
6	702	Dedenne	Antenna Pokemon	Electric	Fairy	Pickup	Cheek Pouch	Plus	50	50	0.2	2.2	Field	Fairy	67	58	57	81	67	101	431	Ordinary
6	703	Carbink	Jewel Pokemon	Rock	Fairy	Clear Body	Sturdy	None	0	0	0.3	5.7	Mineral	Fairy	50	50	150	50	150	50	500	Ordinary
6	704	Goomy	Soft Tissue Pokemon	Dragon	None	Hydration	Sap Sipper	Gooey	50	50	0.3	2.8	Dragon	None	45	50	35	55	75	40	300	Ordinary
6	705	Sliggoo	Soft Tissue Pokemon	Dragon	None	Hydration	Sap Sipper	Gooey	50	50	0.8	17.5	Dragon	None	68	75	53	83	113	60	452	Ordinary
6	706	Goodra	Dragon Pokemon	Dragon	None	Hydration	Sap Sipper	Gooey	50	50	2.0	150.5	Dragon	None	90	100	70	110	150	80	600	Ordinary
6	707	Klefki	Key Ring Pokemon	Steel	Fairy	Magician	Prankster	None	50	50	0.2	3.0	Mineral	None	57	80	91	80	87	75	470	Ordinary
6	708	Phantump	Stump Pokemon	Ghost	Grass	Frisk	Natural Cure	Harvest	50	50	0.4	7.0	Amorphous	Grass	43	70	48	50	60	38	309	Ordinary
6	709	Trevenant	Elder Tree Pokemon	Ghost	Grass	Frisk	Natural Cure	Harvest	50	50	1.5	71.0	Amorphous	Grass	85	110	76	65	82	56	474	Ordinary
