Generation	Pokedex#	Name	Category	Types	Abilities	MaleRatio	FemaleRatio	Height	Weight	EggGroups	HP	Attack	Defense	Sp.Attack	Sp.Defense	Speed	Movesets
5	537	Seismitoad	Vibration Pokémon	[Water, Ground]	[Swift Swim, Water Absorb, Poison Touch]	50%	50%	1.5 m	62.0 kg	[Water 1]	105	95	75	85	75	74	0
5	538	Throh	Judo Pokémon	[Fighting, Unknown]	[Mold Breaker, Inner Focus, Guts]	100%	0%	1.3 m	55.5 kg	[Human-Like]	120	100	85	30	85	45	0
5	539	Sawk	Karate Pokémon	[Fighting, Unknown]	[Mold Breaker, Sturdy, Inner Focus]	100%	0%	1.4 m	51.0 kg	[Human-Like]	75	125	75	30	75	85	0
5	540	Sewaddle	Sewing Pokémon	[Bug, Grass]	[Swarm, Chlorophyll, Overcoat]	50%	50%	0.3 m	2.5 kg	[Bug]	45	53	70	40	60	42	0
5	541	Swadloon	Leaf-Wrapped Pokémon	[Bug, Grass]	[Chlorophyll, Leaf Guard, Overcoat]	50%	50%	0.5 m	7.3 kg	[Bug]	55	63	90	50	80	42	0
5	542	Leavanny	Nurturing Pokémon	[Bug, Grass]	[Swarm, Chlorophyll, Overcoat]	50%	50%	1.2 m	20.5 kg	[Bug]	75	103	80	70	80	92	0
5	543	Venipede	Centipede Pokémon	[Bug, Poison]	[Swarm, Speed Boost, Poison Point]	50%	50%	0.4 m	5.3 kg	[Bug]	30	45	59	30	39	57	0
5	544	Whirlipede	Curlipede Pokémon	[Bug, Poison]	[Swarm, Speed Boost, Poison Point]	50%	50%	1.2 m	58.5 kg	[Bug]	40	55	99	40	79	47	0
5	545	Scolipede	Megapede Pokémon	[Bug, Poison]	[Swarm, Speed Boost, Poison Point]	50%	50%	2.5 m	200.5 kg	[Bug]	60	100	89	55	69	112	0
5	546	Cottonee	Cotton Puff Pokémon	[Grass, Fairy]	[Chlorophyll, Infiltrator, Prankster]	50%	50%	0.3 m	0.6 kg	[Grass, Fairy]	40	27	60	37	50	66	0
5	547	Whimsicott	Windveiled Pokémon	[Grass, Fairy]	[Chlorophyll, Infiltrator, Prankster]	50%	50%	0.7 m	6.6 kg	[Grass, Fairy]	60	67	85	77	75	116	0
5	548	Petilil	Bulb Pokémon	[Grass, Unknown]	[Own Tempo, Chlorophyll, Leaf Guard]	0%	100%	0.5 m	6.6 kg	[Grass]	45	35	50	70	50	30	0
5	549	Lilligant	Flowering Pokémon	[Grass, Unknown]	[Own Tempo, Chlorophyll, Leaf Guard]	0%	100%	1.1 m	16.3 kg	[Grass]	70	60	75	110	75	90	0
5	550	Basculin	Hostile Pokémon	[Water, Unknown]	[Mold Breaker, Adaptability, Rock Head, Reckless]	50%	50%	1.0 m	18.0 kg	[Water 2]	70	92	65	80	55	98	0
5	551	Sandile	Desert Croc Pokémon	[Ground, Dark]	[Intimidate, Moxie, Anger Point]	50%	50%	0.7 m	15.2 kg	[Field]	50	72	35	35	35	65	0
5	552	Krokorok	Desert Croc Pokémon	[Ground, Dark]	[Intimidate, Moxie, Anger Point]	50%	50%	1.0 m	33.4 kg	[Field]	60	82	45	45	45	74	0
5	553	Krookodile	Intimidation Pokémon	[Ground, Dark]	[Intimidate, Moxie, Anger Point]	50%	50%	1.5 m	96.3 kg	[Field]	95	117	80	65	70	92	0
5	554	Darumaka	Zen Charm Pokémon	[Fire, Unknown]	[Hustle, Inner Focus]	50%	50%	0.6 m	37.5 kg	[Field]	70	90	45	15	45	50	0
5	555	Standard Mode	Blazing Pokémon	[Fire, Unknown]	[Sheer Force, Zen Mode]	50%	50%	1.3 m	92.9 kg	[Field]	105	140	55	30	55	95	0
5	555	Zen Mode	Blazing Pokémon	[Fire, Psychic]	[Sheer Force, Zen Mode]	50%	50%	1.3 m	92.9 kg	[Field]	105	30	105	140	105	55	0
5	556	Maractus	Cactus Pokémon	[Grass, Unknown]	[Chlorophyll, Storm Drain, Water Absorb]	50%	50%	1.0 m	28.0 kg	[Grass]	75	86	67	106	67	60	0
5	557	Dwebble	Rock Inn Pokémon	[Bug, Rock]	[Weak Armor, Sturdy, Shell Armor]	50%	50%	0.3 m	14.5 kg	[Mineral, Bug]	50	65	85	35	35	55	0
5	558	Crustle	Stone Home Pokémon	[Bug, Rock]	[Weak Armor, Sturdy, Shell Armor]	50%	50%	1.4 m	200.0 kg	[Mineral, Bug]	70	105	125	65	75	45	0
5	559	Scraggy	Shedding Pokémon	[Dark, Fighting]	[Intimidate, Moxie, Shed Skin]	50%	50%	0.6 m	11.8 kg	[Field, Dragon]	50	75	70	35	70	48	0
5	560	Scrafty	Hoodlum Pokémon	[Dark, Fighting]	[Intimidate, Moxie, Shed Skin]	50%	50%	1.1 m	30.0 kg	[Field, Dragon]	65	90	115	45	115	58	0
5	561	Sigilyph	Avianoid Pokémon	[Psychic, Flying]	[Wonder Skin, Magic Guard, Tinted Lens]	50%	50%	1.4 m	14.0 kg	[Flying]	72	58	80	103	80	97	0
5	562	Yamask	Spirit Pokémon	[Ghost, Unknown]	[Mummy]	50%	50%	0.5 m	1.5 kg	[Mineral, Amorphous]	38	30	85	55	65	30	0
5	563	Cofagrigus	Coffin Pokémon	[Ghost, Unknown]	[Mummy]	50%	50%	1.7 m	76.5 kg	[Mineral, Amorphous]	58	50	145	95	105	30	0
5	564	Tirtouga	Prototurtle Pokémon	[Water, Rock]	[Swift Swim, Sturdy, Solid Rock]	87.5%	12.5%	0.7 m	16.5 kg	[Water 3, Water 1]	54	78	103	53	45	22	0
5	565	Carracosta	Prototurtle Pokémon	[Water, Rock]	[Swift Swim, Sturdy, Solid Rock]	87.5%	12.5%	1.2 m	81.0 kg	[Water 3, Water 1]	74	108	133	83	65	32	0
5	566	Archen	First Bird Pokémon	[Rock, Flying]	[Defeatist]	87.5%	12.5%	0.5 m	9.5 kg	[Flying, Water 3]	55	112	45	74	45	70	0
5	567	Archeops	First Bird Pokémon	[Rock, Flying]	[Defeatist]	87.5%	12.5%	1.4 m	32.0 kg	[Flying, Water 3]	75	140	65	112	65	110	0
5	568	Trubbish	Trash Bag Pokémon	[Poison, Unknown]	[Aftermath, Stench, Sticky Hold]	50%	50%	0.6 m	31.0 kg	[Mineral]	50	50	62	40	62	65	0
5	569	Garbodor	Trash Heap Pokémon	[Poison, Unknown]	[Weak Armor, Aftermath, Stench]	50%	50%	1.9 m	107.3 kg	[Mineral]	80	95	82	60	82	75	0
5	570	Zorua	Tricky Fox Pokémon	[Dark, Unknown]	[Illusion]	87.5%	12.5%	0.7 m	12.5 kg	[Field]	40	65	40	80	40	65	0
5	571	Zoroark	Illusion Fox Pokémon	[Dark, Unknown]	[Illusion]	87.5%	12.5%	1.6 m	81.1 kg	[Field]	60	105	60	120	60	105	0
5	572	Minccino	Chinchilla Pokémon	[Normal, Unknown]	[Skill Link, Cute Charm, Technician]	25%	75%	0.4 m	5.8 kg	[Field]	55	50	40	40	40	75	0
5	573	Cinccino	Scarf Pokémon	[Normal, Unknown]	[Skill Link, Cute Charm, Technician]	25%	75%	0.5 m	7.5 kg	[Field]	75	95	60	65	60	115	0
5	574	Gothita	Fixation Pokémon	[Psychic, Unknown]	[Competitive, Frisk, Shadow Tag]	25%	75%	0.4 m	5.8 kg	[Human-Like]	45	30	50	55	65	45	0
5	575	Gothorita	Manipulate Pokémon	[Psychic, Unknown]	[Competitive, Frisk, Shadow Tag]	25%	75%	0.7 m	18.0 kg	[Human-Like]	60	45	70	75	85	55	0
5	576	Gothitelle	Astral Body Pokémon	[Psychic, Unknown]	[Competitive, Frisk, Shadow Tag]	25%	75%	1.5 m	44.0 kg	[Human-Like]	70	55	95	95	110	65	0
5	577	Solosis	Cell Pokémon	[Psychic, Unknown]	[Regenerator, Magic Guard, Overcoat]	50%	50%	0.3 m	1.0 kg	[Amorphous]	45	30	40	105	50	20	0
5	578	Duosion	Mitosis Pokémon	[Psychic, Unknown]	[Regenerator, Magic Guard, Overcoat]	50%	50%	0.6 m	8.0 kg	[Amorphous]	65	40	50	125	60	30	0
5	579	Reuniclus	Multiplying Pokémon	[Psychic, Unknown]	[Regenerator, Magic Guard, Overcoat]	50%	50%	1.0 m	20.1 kg	[Amorphous]	110	65	75	125	85	30	0
5	580	Ducklett	Water Bird Pokémon	[Water, Flying]	[Keen Eye, Hydration, Big Pecks]	50%	50%	0.5 m	5.5 kg	[Flying, Water 1]	62	44	50	44	50	55	0
5	581	Swanna	White Bird Pokémon	[Water, Flying]	[Keen Eye, Hydration, Big Pecks]	50%	50%	1.3 m	24.2 kg	[Flying, Water 1]	75	87	63	87	63	98	0
5	582	Vanillite	Fresh Snow Pokémon	[Ice, Unknown]	[Weak Armor, Ice Body, Snow Cloak]	50%	50%	0.4 m	5.7 kg	[Mineral]	36	50	50	65	60	44	0
5	583	Vanillish	Icy Snow Pokémon	[Ice, Unknown]	[Weak Armor, Ice Body, Snow Cloak]	50%	50%	1.1 m	41.0 kg	[Mineral]	51	65	65	80	75	59	0
5	584	Vanilluxe	Snowstorm Pokémon	[Ice, Unknown]	[Weak Armor, Snow Warning, Ice Body]	50%	50%	1.3 m	57.5 kg	[Mineral]	71	95	85	110	95	79	0
5	585	Autumn Form	Season Pokémon	[Normal, Grass]	[Chlorophyll, Serene Grace, Sap Sipper]	50%	50%	0.6 m	19.5 kg	[Field]	60	60	50	40	50	75	0
5	585	Winter Form	Season Pokémon	[Normal, Grass]	[Chlorophyll, Serene Grace, Sap Sipper]	50%	50%	0.6 m	19.5 kg	[Field]	60	60	50	40	50	75	0
5	585	Spring Form	Season Pokémon	[Normal, Grass]	[Chlorophyll, Serene Grace, Sap Sipper]	50%	50%	0.6 m	19.5 kg	[Field]	60	60	50	40	50	75	0
5	585	Summer Form	Season Pokémon	[Normal, Grass]	[Chlorophyll, Serene Grace, Sap Sipper]	50%	50%	0.6 m	19.5 kg	[Field]	60	60	50	40	50	75	0
5	586	Autumn Form	Season Pokémon	[Normal, Grass]	[Chlorophyll, Serene Grace, Sap Sipper]	50%	50%	1.9 m	92.5 kg	[Field]	80	100	70	60	70	95	0
5	586	Winter Form	Season Pokémon	[Normal, Grass]	[Chlorophyll, Serene Grace, Sap Sipper]	50%	50%	1.9 m	92.5 kg	[Field]	80	100	70	60	70	95	0
5	586	Spring Form	Season Pokémon	[Normal, Grass]	[Chlorophyll, Serene Grace, Sap Sipper]	50%	50%	1.9 m	92.5 kg	[Field]	80	100	70	60	70	95	0
5	586	Summer Form	Season Pokémon	[Normal, Grass]	[Chlorophyll, Serene Grace, Sap Sipper]	50%	50%	1.9 m	92.5 kg	[Field]	80	100	70	60	70	95	0
5	587	Emolga	Sky Squirrel Pokémon	[Electric, Flying]	[Motor Drive, Static]	50%	50%	0.4 m	5.0 kg	[Field]	55	75	60	75	60	103	0
5	588	Karrablast	Clamping Pokémon	[Bug, Unknown]	[Swarm, Shed Skin, No Guard]	50%	50%	0.5 m	5.9 kg	[Bug]	50	75	45	40	45	60	0
5	589	Escavalier	Cavalry Pokémon	[Bug, Steel]	[Swarm, Overcoat, Shell Armor]	50%	50%	1.0 m	33.0 kg	[Bug]	70	135	105	60	105	20	0
5	590	Foongus	Mushroom Pokémon	[Grass, Poison]	[Regenerator, Effect Spore]	50%	50%	0.2 m	1.0 kg	[Grass]	69	55	45	55	55	15	0
5	591	Amoonguss	Mushroom Pokémon	[Grass, Poison]	[Regenerator, Effect Spore]	50%	50%	0.6 m	10.5 kg	[Grass]	114	85	70	85	80	30	0
5	592	Frillish	Floating Pokémon	[Water, Ghost]	[Damp, Water Absorb, Cursed Body]	50%	50%	1.2 m	33.0 kg	[Amorphous]	55	40	50	65	85	40	0
5	593	Jellicent	Floating Pokémon	[Water, Ghost]	[Damp, Water Absorb, Cursed Body]	50%	50%	2.2 m	135.0 kg	[Amorphous]	100	60	70	85	105	60	0
5	594	Alomomola	Caring Pokémon	[Water, Unknown]	[Hydration, Regenerator, Healer]	50%	50%	1.2 m	31.6 kg	[Water 1, Water 2]	165	75	80	40	45	65	0
5	595	Joltik	Attaching Pokémon	[Bug, Electric]	[Swarm, Unnerve, Compound Eyes]	50%	50%	0.1 m	0.6 kg	[Bug]	50	47	50	57	50	65	0
5	596	Galvantula	EleSpider Pokémon	[Bug, Electric]	[Swarm, Unnerve, Compound Eyes]	50%	50%	0.8 m	14.3 kg	[Bug]	70	77	60	97	60	108	0
5	597	Ferroseed	Thorn Seed Pokémon	[Grass, Steel]	[Iron Barbs]	50%	50%	0.6 m	18.8 kg	[Mineral, Grass]	44	50	91	24	86	10	0
5	598	Ferrothorn	Thorn Pod Pokémon	[Grass, Steel]	[Iron Barbs, Anticipation]	50%	50%	1.0 m	110.0 kg	[Mineral, Grass]	74	94	131	54	116	20	0
5	599	Klink	Gear Pokémon	[Steel, Unknown]	[Clear Body, Plus, Minus]	0%	0%	0.3 m	21.0 kg	[Mineral]	40	55	70	45	60	30	0
5	600	Klang	Gear Pokémon	[Steel, Unknown]	[Clear Body, Plus, Minus]	0%	0%	0.6 m	51.0 kg	[Mineral]	60	80	95	70	85	50	0
5	601	Klinklang	Gear Pokémon	[Steel, Unknown]	[Clear Body, Plus, Minus]	0%	0%	0.6 m	81.0 kg	[Mineral]	60	100	115	70	85	90	0
5	602	Tynamo	EleFish Pokémon	[Electric, Unknown]	[Levitate]	50%	50%	0.2 m	0.3 kg	[Amorphous]	35	55	40	45	40	60	0
5	603	Eelektrik	EleFish Pokémon	[Electric, Unknown]	[Levitate]	50%	50%	1.2 m	22.0 kg	[Amorphous]	65	85	70	75	70	40	0
5	604	Eelektross	EleFish Pokémon	[Electric, Unknown]	[Levitate]	50%	50%	2.1 m	80.5 kg	[Amorphous]	85	115	80	105	80	50	0
5	605	Elgyem	Cerebral Pokémon	[Psychic, Unknown]	[Telepathy, Analytic, Synchronize]	50%	50%	0.5 m	9.0 kg	[Human-Like]	55	55	55	85	55	30	0
5	606	Beheeyem	Cerebral Pokémon	[Psychic, Unknown]	[Telepathy, Analytic, Synchronize]	50%	50%	1.0 m	34.5 kg	[Human-Like]	75	75	75	125	95	40	0
5	607	Litwick	Candle Pokémon	[Ghost, Fire]	[Infiltrator, Flame Body, Flash Fire]	50%	50%	0.3 m	3.1 kg	[Amorphous]	50	30	55	65	55	20	0
5	608	Lampent	Lamp Pokémon	[Ghost, Fire]	[Infiltrator, Flame Body, Flash Fire]	50%	50%	0.6 m	13.0 kg	[Amorphous]	60	40	60	95	60	55	0
5	609	Chandelure	Luring Pokémon	[Ghost, Fire]	[Infiltrator, Flame Body, Flash Fire]	50%	50%	1.0 m	34.3 kg	[Amorphous]	60	55	90	145	90	80	0
5	610	Axew	Tusk Pokémon	[Dragon, Unknown]	[Mold Breaker, Unnerve, Rivalry]	50%	50%	0.6 m	18.0 kg	[Monster, Dragon]	46	87	60	30	40	57	0
5	611	Fraxure	Axe Jaw Pokémon	[Dragon, Unknown]	[Mold Breaker, Unnerve, Rivalry]	50%	50%	1.0 m	36.0 kg	[Monster, Dragon]	66	117	70	40	50	67	0
5	612	Haxorus	Axe Jaw Pokémon	[Dragon, Unknown]	[Mold Breaker, Unnerve, Rivalry]	50%	50%	1.8 m	105.5 kg	[Monster, Dragon]	76	147	90	60	70	97	0
5	613	Cubchoo	Chill Pokémon	[Ice, Unknown]	[Slush Rush, Rattled, Snow Cloak]	50%	50%	0.5 m	8.5 kg	[Field]	55	70	40	60	40	40	0
5	614	Beartic	Freezing Pokémon	[Ice, Unknown]	[Slush Rush, Swift Swim, Snow Cloak]	50%	50%	2.6 m	260.0 kg	[Field]	95	130	80	70	80	50	0
5	615	Cryogonal	Crystallizing Pokémon	[Ice, Unknown]	[Levitate]	0%	0%	1.1 m	148.0 kg	[Mineral]	80	50	50	95	135	105	0
5	616	Shelmet	Snail Pokémon	[Bug, Unknown]	[Hydration, Overcoat, Shell Armor]	50%	50%	0.4 m	7.7 kg	[Bug]	50	40	85	40	65	25	0
5	617	Accelgor	Shell Out Pokémon	[Bug, Unknown]	[Hydration, Unburden, Sticky Hold]	50%	50%	0.8 m	25.3 kg	[Bug]	80	70	40	100	60	145	0
5	618	Stunfisk	Trap Pokémon	[Ground, Electric]	[Sand Veil, Limber, Static]	50%	50%	0.7 m	11.0 kg	[Amorphous, Water 1]	109	66	84	81	99	32	0
5	619	Mienfoo	Martial Arts Pokémon	[Fighting, Unknown]	[Regenerator, Inner Focus, Reckless]	50%	50%	0.9 m	20.0 kg	[Field, Human-Like]	45	85	50	55	50	65	0
5	620	Mienshao	Martial Arts Pokémon	[Fighting, Unknown]	[Regenerator, Inner Focus, Reckless]	50%	50%	1.4 m	35.5 kg	[Field, Human-Like]	65	125	60	95	60	105	0
5	621	Druddigon	Cave Pokémon	[Dragon, Unknown]	[Mold Breaker, Rough Skin, Sheer Force]	50%	50%	1.6 m	139.0 kg	[Monster, Dragon]	77	120	90	60	90	48	0
5	622	Golett	Automaton Pokémon	[Ground, Ghost]	[Klutz, Iron Fist, No Guard]	0%	0%	1.0 m	92.0 kg	[Mineral]	59	74	50	35	50	35	0
5	623	Golurk	Automaton Pokémon	[Ground, Ghost]	[Klutz, Iron Fist, No Guard]	0%	0%	2.8 m	330.0 kg	[Mineral]	89	124	80	55	80	55	0
5	624	Pawniard	Sharp Blade Pokémon	[Dark, Steel]	[Defiant, Inner Focus, Pressure]	50%	50%	0.5 m	10.2 kg	[Human-Like]	45	85	70	40	40	60	0
5	625	Bisharp	Sword Blade Pokémon	[Dark, Steel]	[Defiant, Inner Focus, Pressure]	50%	50%	1.6 m	70.0 kg	[Human-Like]	65	125	100	60	70	70	0
5	626	Bouffalant	Bash Buffalo Pokémon	[Normal, Unknown]	[Soundproof, Sap Sipper, Reckless]	50%	50%	1.6 m	94.5 kg	[Field]	95	110	95	40	95	55	0
5	627	Rufflet	Eaglet Pokémon	[Normal, Flying]	[Keen Eye, Hustle, Sheer Force]	100%	0%	0.5 m	10.5 kg	[Flying]	70	83	50	37	50	60	0
5	628	Braviary	Valiant Pokémon	[Normal, Flying]	[Keen Eye, Sheer Force, Defiant]	100%	0%	1.5 m	41.0 kg	[Flying]	100	123	75	57	75	80	0
5	629	Vullaby	Diapered Pokémon	[Dark, Flying]	[Weak Armor, Big Pecks, Overcoat]	0%	100%	0.5 m	9.0 kg	[Flying]	70	55	75	45	65	60	0
5	630	Mandibuzz	Bone Vulture Pokémon	[Dark, Flying]	[Weak Armor, Big Pecks, Overcoat]	0%	100%	1.2 m	39.5 kg	[Flying]	110	65	105	55	95	80	0
5	631	Heatmor	Anteater Pokémon	[Fire, Unknown]	[White Smoke, Flash Fire, Gluttony]	50%	50%	1.4 m	58.0 kg	[Field]	85	97	66	105	66	65	0
5	632	Durant	Iron Ant Pokémon	[Bug, Steel]	[Swarm, Hustle, Truant]	50%	50%	0.3 m	33.0 kg	[Bug]	58	109	112	48	48	109	0
5	633	Deino	Irate Pokémon	[Dark, Dragon]	[Hustle]	50%	50%	0.8 m	17.3 kg	[Dragon]	52	65	50	45	50	38	0
5	634	Zweilous	Hostile Pokémon	[Dark, Dragon]	[Hustle]	50%	50%	1.4 m	50.0 kg	[Dragon]	72	85	70	65	70	58	0
5	635	Hydreigon	Brutal Pokémon	[Dark, Dragon]	[Levitate]	50%	50%	1.8 m	160.0 kg	[Dragon]	92	105	90	125	90	98	0
5	636	Larvesta	Torch Pokémon	[Bug, Fire]	[Swarm, Flame Body]	50%	50%	1.1 m	28.8 kg	[Bug]	55	85	55	50	55	60	0
5	637	Volcarona	Sun Pokémon	[Bug, Fire]	[Swarm, Flame Body]	50%	50%	1.6 m	46.0 kg	[Bug]	85	60	65	135	105	100	0
5	638	Cobalion	Iron Will Pokémon	[Steel, Fighting]	[Justified]	0%	0%	2.1 m	250.0 kg	[Undiscovered]	91	90	129	90	72	108	0
5	639	Terrakion	Cavern Pokémon	[Rock, Fighting]	[Justified]	0%	0%	1.9 m	260.0 kg	[Undiscovered]	91	129	90	72	90	108	0
5	640	Virizion	Grassland Pokémon	[Grass, Fighting]	[Justified]	0%	0%	2.0 m	200.0 kg	[Undiscovered]	91	90	72	90	129	108	0
5	641	Incarnate Forme	Cyclone Pokémon	[Flying, Unknown]	[Defiant, Prankster]	100%	0%	1.5 m	63.0 kg	[Undiscovered]	79	115	70	125	80	111	0
5	641	Therian Forme	Cyclone Pokémon	[Flying, Unknown]	[Regenerator]	100%	0%	1.5 m	63.0 kg	[Undiscovered]	79	100	80	110	90	121	0
5	642	Incarnate Forme	Bolt Strike Pokémon	[Electric, Flying]	[Defiant, Prankster]	100%	0%	1.5 m	61.0 kg	[Undiscovered]	79	115	70	125	80	111	0
5	642	Therian Forme	Bolt Strike Pokémon	[Electric, Flying]	[Volt Absorb]	100%	0%	1.5 m	61.0 kg	[Undiscovered]	79	105	70	145	80	101	0
5	643	Reshiram	Vast White Pokémon	[Dragon, Fire]	[Turboblaze]	0%	0%	3.2 m	330.0 kg	[Undiscovered]	100	120	100	150	120	90	0
5	644	Zekrom	Deep Black Pokémon	[Dragon, Electric]	[Teravolt]	0%	0%	2.9 m	345.0 kg	[Undiscovered]	100	150	120	120	100	90	0
5	645	Incarnate Forme	Abundance Pokémon	[Ground, Flying]	[Sand Force, Sheer Force]	100%	0%	1.5 m	68.0 kg	[Undiscovered]	89	125	90	115	80	101	0
5	645	Therian Forme	Abundance Pokémon	[Ground, Flying]	[Intimidate]	100%	0%	1.5 m	68.0 kg	[Undiscovered]	89	145	90	105	80	91	0
5	646	Black Kyurem	Boundary Pokémon	[Dragon, Ice]	[Teravolt]	0%	0%	3.0 m	325.0 kg	[Undiscovered]	125	170	100	120	90	95	0
5	646	Kyurem	Boundary Pokémon	[Dragon, Ice]	[Pressure]	0%	0%	3.0 m	325.0 kg	[Undiscovered]	125	130	90	130	90	95	0
5	646	White Kyurem	Boundary Pokémon	[Dragon, Ice]	[Turboblaze]	0%	0%	3.0 m	325.0 kg	[Undiscovered]	125	120	90	170	100	95	0
5	647	Resolute Form	Colt Pokémon	[Water, Fighting]	[Justified]	0%	0%	1.4 m	48.5 kg	[Undiscovered]	91	72	90	129	90	108	0
5	647	Ordinary Form	Colt Pokémon	[Water, Fighting]	[Justified]	0%	0%	1.4 m	48.5 kg	[Undiscovered]	91	72	90	129	90	108	0
5	648	Pirouette Forme	Melody Pokémon	[Normal, Fighting]	[Serene Grace]	0%	0%	0.6 m	6.5 kg	[Undiscovered]	100	128	90	77	77	128	0
5	648	Aria Forme	Melody Pokémon	[Normal, Psychic]	[Serene Grace]	0%	0%	0.6 m	6.5 kg	[Undiscovered]	100	77	77	128	128	90	0
5	649	Genesect	Paleozoic Pokémon	[Bug, Steel]	[Download]	0%	0%	1.5 m	82.5 kg	[Undiscovered]	71	120	95	120	95	99	0
6	650	Chespin	Spiny Nut Pokémon	[Grass, Unknown]	[Bulletproof, Overgrow]	87.5%	12.5%	0.4 m	9.0 kg	[Field]	56	61	65	48	45	38	0
6	651	Quilladin	Spiny Armor Pokémon	[Grass, Unknown]	[Bulletproof, Overgrow]	87.5%	12.5%	0.7 m	29.0 kg	[Field]	61	78	95	56	58	57	0
6	652	Chesnaught	Spiny Armor Pokémon	[Grass, Fighting]	[Bulletproof, Overgrow]	87.5%	12.5%	1.6 m	90.0 kg	[Field]	88	107	122	74	75	64	0
6	653	Fennekin	Fox Pokémon	[Fire, Unknown]	[Blaze, Magician]	87.5%	12.5%	0.4 m	9.4 kg	[Field]	40	45	40	62	60	60	0
6	654	Braixen	Fox Pokémon	[Fire, Unknown]	[Blaze, Magician]	87.5%	12.5%	1.0 m	14.5 kg	[Field]	59	59	58	90	70	73	0
6	655	Delphox	Fox Pokémon	[Fire, Psychic]	[Blaze, Magician]	87.5%	12.5%	1.5 m	39.0 kg	[Field]	75	69	72	114	100	104	0
6	656	Froakie	Bubble Frog Pokémon	[Water, Unknown]	[Torrent, Protean]	87.5%	12.5%	0.3 m	7.0 kg	[Water 1]	41	56	40	62	44	71	0
6	657	Frogadier	Bubble Frog Pokémon	[Water, Unknown]	[Torrent, Protean]	87.5%	12.5%	0.6 m	10.9 kg	[Water 1]	54	63	52	83	56	97	0
6	658	Ash-Greninja	Ninja Pokémon	[Water, Dark]	[Protean, Battle Bond]	87.5%	12.5%	1.5 m	40.0 kg	[Water 1]	72	145	67	153	71	132	0
6	658	Greninja	Ninja Pokémon	[Water, Dark]	[Torrent, Protean]	87.5%	12.5%	1.5 m	40.0 kg	[Water 1]	72	95	67	103	71	122	0
6	659	Bunnelby	Digging Pokémon	[Normal, Unknown]	[Huge Power, Pickup, Cheek Pouch]	50%	50%	0.4 m	5.0 kg	[Field]	38	36	38	32	36	57	0
6	660	Diggersby	Digging Pokémon	[Normal, Ground]	[Huge Power, Pickup, Cheek Pouch]	50%	50%	1.0 m	42.4 kg	[Field]	85	56	77	50	77	78	0
6	661	Fletchling	Tiny Robin Pokémon	[Normal, Flying]	[Big Pecks, Gale Wings]	50%	50%	0.3 m	1.7 kg	[Flying]	45	50	43	40	38	62	0
6	662	Fletchinder	Ember Pokémon	[Fire, Flying]	[Flame Body, Gale Wings]	50%	50%	0.7 m	16.0 kg	[Flying]	62	73	55	56	52	84	0
6	663	Talonflame	Scorching Pokémon	[Fire, Flying]	[Flame Body, Gale Wings]	50%	50%	1.2 m	24.5 kg	[Flying]	78	81	71	74	69	126	0
6	664	Scatterbug	Scatterdust Pokémon	[Bug, Unknown]	[Shield Dust, Friend Guard, Compound Eyes]	50%	50%	0.3 m	2.5 kg	[Bug]	38	35	40	27	25	35	0
6	665	Spewpa	Scatterdust Pokémon	[Bug, Unknown]	[Shed Skin, Friend Guard]	50%	50%	0.3 m	8.4 kg	[Bug]	45	22	60	27	30	29	0
6	666	Vivillon	Scale Pokémon	[Bug, Flying]	[Shield Dust, Friend Guard, Compound Eyes]	50%	50%	1.2 m	17.0 kg	[Bug]	80	52	50	90	50	89	0
6	667	Litleo	Lion Cub Pokémon	[Fire, Normal]	[Moxie, Unnerve, Rivalry]	12.5%	87.5%	0.6 m	13.5 kg	[Field]	62	50	58	73	54	72	0
6	668	Pyroar	Royal Pokémon	[Fire, Normal]	[Moxie, Unnerve, Rivalry]	12.5%	87.5%	1.5 m	81.5 kg	[Field]	86	68	72	109	66	106	0
6	669	Blue Flower	Single Bloom Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	0.1 m	0.1 kg	[Fairy]	44	38	39	61	79	42	0
6	669	White Flower	Single Bloom Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	0.1 m	0.1 kg	[Fairy]	44	38	39	61	79	42	0
6	669	Yellow Flower	Single Bloom Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	0.1 m	0.1 kg	[Fairy]	44	38	39	61	79	42	0
6	669	Red Flower	Single Bloom Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	0.1 m	0.1 kg	[Fairy]	44	38	39	61	79	42	0
6	669	Orange Flower	Single Bloom Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	0.1 m	0.1 kg	[Fairy]	44	38	39	61	79	42	0
6	670	Blue Flower	Single Bloom Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	0.2 m	0.9 kg	[Fairy]	54	45	47	75	98	52	0
6	670	White Flower	Single Bloom Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	0.2 m	0.9 kg	[Fairy]	54	45	47	75	98	52	0
6	670	Yellow Flower	Single Bloom Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	0.2 m	0.9 kg	[Fairy]	54	45	47	75	98	52	0
